date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-24,Arizona,390623.0,829500.0,332095.0,0.8,5.37,58291.0,4.56,11.4,29665.0,22706.0,3120.0,0.471
2021-01-25,Arizona,413662.0,829500.0,350648.0,0.86,5.68,62711.0,4.82,11.4,23039.0,23526.0,3232.0,0.499
2021-01-26,Arizona,430892.0,837200.0,366018.0,0.89,5.92,64551.0,5.03,11.5,17230.0,23517.0,3231.0,0.515
2021-01-27,Arizona,458258.0,990000.0,389059.0,0.95,6.3,68846.0,5.35,13.6,27366.0,25196.0,3462.0,0.463
2021-01-28,Arizona,487149.0,1011375.0,412841.0,1.02,6.69,73927.0,5.67,13.89,28891.0,26179.0,3597.0,0.482
2021-01-29,Arizona,521097.0,1012275.0,439897.0,1.11,7.16,80773.0,6.04,13.91,33948.0,27393.0,3763.0,0.515
2021-01-30,Arizona,557369.0,1013375.0,469916.0,1.2,7.66,86990.0,6.46,13.92,36272.0,28059.0,3855.0,0.55
2021-01-31,Arizona,594104.0,1013375.0,500942.0,1.27,8.16,92666.0,6.88,13.92,36735.0,29069.0,3994.0,0.586
2021-02-01,Arizona,620608.0,1013375.0,524413.0,1.31,8.53,95671.0,7.2,13.92,26504.0,29564.0,4062.0,0.612
2021-02-02,Arizona,631662.0,1082050.0,534476.0,1.33,8.68,96660.0,7.34,14.87,11054.0,28681.0,3940.0,0.584
2021-02-03,Arizona,656040.0,1181000.0,553373.0,1.4,9.01,102107.0,7.6,16.23,24378.0,28255.0,3882.0,0.555
2021-02-04,Arizona,686116.0,1185700.0,573845.0,1.53,9.43,111645.0,7.88,16.29,30076.0,28424.0,3905.0,0.579
2021-02-05,Arizona,719458.0,1186000.0,597525.0,1.67,9.88,121227.0,8.21,16.29,33342.0,28337.0,3893.0,0.607
2021-02-06,Arizona,766788.0,1186000.0,629750.0,1.87,10.53,136236.0,8.65,16.29,47330.0,29917.0,4110.0,0.647
2021-02-07,Arizona,809230.0,1186000.0,656909.0,2.08,11.12,151392.0,9.03,16.29,42442.0,30732.0,4222.0,0.682
2021-02-08,Arizona,841018.0,1186000.0,678697.0,2.22,11.55,161324.0,9.32,16.29,31788.0,31487.0,4326.0,0.709
2021-02-09,Arizona,863807.0,1265950.0,695970.0,2.29,11.87,166798.0,9.56,17.39,22789.0,33164.0,4556.0,0.682
2021-02-10,Arizona,897757.0,1370175.0,719051.0,2.44,12.33,177565.0,9.88,18.82,33950.0,34531.0,4744.0,0.655
2021-02-11,Arizona,941575.0,1391475.0,747599.0,2.65,12.94,192542.0,10.27,19.12,43818.0,36494.0,5014.0,0.677
2021-02-12,Arizona,990296.0,1393475.0,780057.0,2.86,13.61,207912.0,10.72,19.14,48721.0,38691.0,5316.0,0.711
2021-02-13,Arizona,1041021.0,1393475.0,811080.0,3.11,14.3,226158.0,11.14,19.14,50725.0,39176.0,5382.0,0.747
2021-02-14,Arizona,1089155.0,1393575.0,840252.0,3.37,14.96,244971.0,11.54,19.15,48134.0,39989.0,5494.0,0.782
2021-02-15,Arizona,,,,,,,,,32714.0,40122.0,5512.0,
2021-02-16,Arizona,1154583.0,1396475.0,886107.0,3.63,15.86,264416.0,12.17,19.19,32714.0,41539.0,5707.0,0.827
2021-02-17,Arizona,1164900.0,1396475.0,892791.0,3.68,16.0,267967.0,12.27,19.19,10317.0,38163.0,5243.0,0.834
2021-02-18,Arizona,1202770.0,1396475.0,914468.0,3.9,16.52,283955.0,12.56,19.19,37870.0,37314.0,5126.0,0.861
2021-02-19,Arizona,1376405.0,1679175.0,1036237.0,4.61,18.91,335248.0,14.24,23.07,173635.0,55158.0,7578.0,0.82
2021-02-20,Arizona,1425295.0,1688255.0,1064109.0,4.89,19.58,356055.0,14.62,23.19,48890.0,54896.0,7542.0,0.844
2021-02-21,Arizona,1469676.0,1688255.0,1087921.0,5.17,20.19,376371.0,14.95,23.19,44381.0,54360.0,7468.0,0.871
2021-02-22,Arizona,1506572.0,1688255.0,1083205.0,5.31,20.7,386775.0,14.88,23.19,36896.0,54958.0,7551.0,0.892
2021-02-23,Arizona,1525794.0,1755635.0,1095494.0,5.4,20.96,393019.0,15.05,24.12,19222.0,53030.0,7286.0,0.869
2021-02-24,Arizona,1555942.0,1977925.0,1110854.0,5.59,21.38,407127.0,15.26,27.17,30148.0,55863.0,7675.0,0.787
2021-02-25,Arizona,1607544.0,2064265.0,1136024.0,5.94,22.09,432137.0,15.61,28.36,51602.0,57825.0,7944.0,0.779
2021-02-26,Arizona,1671294.0,2143135.0,1168054.0,6.35,22.96,462074.0,16.05,29.44,63750.0,42127.0,5788.0,0.78
2021-02-27,Arizona,1728239.0,2148015.0,1195110.0,6.74,23.74,490688.0,16.42,29.51,56945.0,43278.0,5946.0,0.805
2021-02-28,Arizona,1792447.0,2148015.0,1220706.0,7.22,24.63,525426.0,16.77,29.51,64208.0,46110.0,6335.0,0.834
2021-03-01,Arizona,1849259.0,2148015.0,1244879.0,7.64,25.41,555881.0,17.1,29.51,56812.0,48955.0,6726.0,0.861
2021-03-02,Arizona,1889742.0,2244885.0,1262868.0,7.91,25.96,575562.0,17.35,30.84,40483.0,51993.0,7143.0,0.842
2021-03-03,Arizona,1930999.0,2392275.0,1277294.0,8.26,26.53,601274.0,17.55,32.87,41257.0,53580.0,7361.0,0.807
2021-03-04,Arizona,1979929.0,2453985.0,1298827.0,8.62,27.2,627446.0,17.84,33.71,48930.0,53198.0,7309.0,0.807
2021-03-05,Arizona,2038623.0,2598435.0,1325003.0,9.04,28.01,658220.0,18.2,35.7,58694.0,52476.0,7210.0,0.785
2021-03-06,Arizona,2043739.0,2623735.0,1328642.0,9.1,28.08,662235.0,18.25,36.05,5116.0,45071.0,6192.0,0.779
2021-03-07,Arizona,2162602.0,2623735.0,1388900.0,9.82,29.71,715023.0,19.08,36.05,118863.0,52879.0,7265.0,0.824
2021-03-08,Arizona,2215219.0,2623735.0,1416598.0,10.14,30.43,738410.0,19.46,36.05,52617.0,52280.0,7183.0,0.844
2021-03-09,Arizona,2245854.0,2638855.0,1435152.0,10.31,30.86,750217.0,19.72,36.25,30635.0,50873.0,6989.0,0.851
2021-03-10,Arizona,2293559.0,2887485.0,1464494.0,10.54,31.51,767107.0,20.12,39.67,47705.0,51794.0,7116.0,0.794
2021-03-11,Arizona,2350374.0,2909125.0,1496266.0,10.88,32.29,792205.0,20.56,39.97,56815.0,52921.0,7271.0,0.808
2021-03-12,Arizona,2418267.0,3000645.0,1529482.0,11.35,33.22,826020.0,21.01,41.22,67893.0,54235.0,7451.0,0.806
2021-03-13,Arizona,2484603.0,3024585.0,1562876.0,11.8,34.14,858909.0,21.47,41.55,66336.0,62981.0,8653.0,0.821
2021-03-14,Arizona,2557630.0,3024585.0,1602626.0,12.25,35.14,891501.0,22.02,41.55,73027.0,56433.0,7753.0,0.846
2021-03-15,Arizona,2605621.0,3024585.0,1629972.0,12.55,35.8,913522.0,22.39,41.55,47991.0,55772.0,7662.0,0.861
2021-03-16,Arizona,2655283.0,3137385.0,1655300.0,12.91,36.48,939580.0,22.74,43.1,49662.0,58490.0,8036.0,0.846
2021-03-17,Arizona,2697523.0,3299085.0,1682456.0,13.13,37.06,955402.0,23.11,45.33,42240.0,57709.0,7928.0,0.818
2021-03-18,Arizona,2755436.0,3325025.0,1716937.0,13.45,37.86,978991.0,23.59,45.68,57913.0,57866.0,7950.0,0.829
2021-03-19,Arizona,2760907.0,3444465.0,1720172.0,13.49,37.93,981650.0,23.63,47.32,5471.0,48949.0,6725.0,0.802
2021-01-12,Arkansas,40879.0,274400.0,39357.0,0.0,1.35,8.0,1.3,9.09,,,,0.149
2021-01-13,Arkansas,94854.0,297800.0,80458.0,0.43,3.14,12849.0,2.67,9.87,53975.0,53975.0,17886.0,0.319
2021-01-14,Arkansas,108316.0,297800.0,90339.0,,3.59,,2.99,9.87,13462.0,33718.0,11173.0,0.364
2021-01-15,Arkansas,118338.0,297800.0,97829.0,0.62,3.92,18781.0,3.24,9.87,10022.0,25820.0,8556.0,0.397
2021-01-16,Arkansas,,,,,,,,,5999.75,20865.0,6914.0,
2021-01-17,Arkansas,,,,,,,,,5999.75,17892.0,5929.0,
2021-01-18,Arkansas,,,,,,,,,5999.75,15910.0,5272.0,
2021-01-19,Arkansas,142337.0,297800.0,118763.0,0.72,4.72,21734.0,3.94,9.87,5999.75,14494.0,4803.0,0.478
2021-01-20,Arkansas,173312.0,334825.0,144792.0,0.88,5.74,26541.0,4.8,11.09,30975.0,11208.0,3714.0,0.518
2021-01-21,Arkansas,173312.0,361550.0,144792.0,0.88,5.74,26541.0,4.8,11.98,0.0,9285.0,3077.0,0.479
2021-01-22,Arkansas,201676.0,362050.0,167788.0,1.05,6.68,31600.0,5.56,12.0,28364.0,11905.0,3945.0,0.557
2021-01-23,Arkansas,201676.0,368650.0,167788.0,1.05,6.68,31600.0,5.56,12.22,0.0,11048.0,3661.0,0.547
2021-01-24,Arkansas,214240.0,368650.0,179290.0,1.08,7.1,32572.0,5.94,12.22,12564.0,11986.0,3972.0,0.581
2021-01-25,Arkansas,221095.0,368650.0,185546.0,1.1,7.33,33159.0,6.15,12.22,6855.0,12108.0,4012.0,0.6
2021-01-26,Arkansas,236290.0,394775.0,196815.0,1.23,7.83,37055.0,6.52,13.08,15195.0,13422.0,4448.0,0.599
2021-01-27,Arkansas,252824.0,406175.0,209445.0,1.36,8.38,40910.0,6.94,13.46,16534.0,11359.0,3764.0,0.622
2021-01-28,Arkansas,252824.0,453300.0,209445.0,1.36,8.38,40910.0,6.94,15.02,0.0,11359.0,3764.0,0.558
2021-01-29,Arkansas,269993.0,453500.0,221552.0,1.52,8.95,45918.0,7.34,15.03,17169.0,9760.0,3234.0,0.595
2021-01-30,Arkansas,288651.0,453700.0,233935.0,1.73,9.56,52118.0,7.75,15.03,18658.0,12425.0,4117.0,0.636
2021-01-31,Arkansas,303793.0,453700.0,244867.0,1.86,10.07,56264.0,8.11,15.03,15142.0,12793.0,4239.0,0.67
2021-02-01,Arkansas,311230.0,453700.0,249943.0,1.94,10.31,58613.0,8.28,15.03,7437.0,12876.0,4267.0,0.686
2021-02-02,Arkansas,314470.0,467800.0,251841.0,1.98,10.42,59903.0,8.35,15.5,3240.0,11169.0,3701.0,0.672
2021-02-03,Arkansas,322447.0,499325.0,256307.0,2.1,10.68,63356.0,8.49,16.55,7977.0,9946.0,3296.0,0.646
2021-02-04,Arkansas,338227.0,516925.0,266563.0,2.28,11.21,68778.0,8.83,17.13,15780.0,12200.0,4043.0,0.654
2021-02-05,Arkansas,351175.0,535550.0,274459.0,2.45,11.64,73810.0,9.09,17.75,12948.0,11597.0,3843.0,0.656
2021-02-06,Arkansas,374674.0,540050.0,290153.0,2.7,12.42,81564.0,9.61,17.9,23499.0,12289.0,4072.0,0.694
2021-02-07,Arkansas,393445.0,540050.0,300139.0,2.99,13.04,90308.0,9.95,17.9,18771.0,12807.0,4244.0,0.729
2021-02-08,Arkansas,401664.0,540050.0,304604.0,3.12,13.31,94058.0,10.09,17.9,8219.0,12919.0,4281.0,0.744
2021-02-09,Arkansas,404127.0,580775.0,305917.0,3.15,13.39,95202.0,10.14,19.24,2463.0,12808.0,4244.0,0.696
2021-02-10,Arkansas,418054.0,581875.0,311339.0,3.44,13.85,103669.0,10.32,19.28,13927.0,13658.0,4526.0,0.718
2021-02-11,Arkansas,430803.0,593775.0,316972.0,3.67,14.28,110751.0,10.5,19.68,12749.0,13225.0,4382.0,0.726
2021-02-12,Arkansas,447146.0,629900.0,325562.0,3.93,14.82,118465.0,10.79,20.87,16343.0,13710.0,4543.0,0.71
2021-02-13,Arkansas,457386.0,630700.0,330146.0,4.11,15.16,124040.0,10.94,20.9,10240.0,11816.0,3915.0,0.725
2021-02-14,Arkansas,472536.0,630700.0,338611.0,4.33,15.66,130637.0,11.22,20.9,15150.0,11299.0,3744.0,0.749
2021-02-15,Arkansas,,,,,,,,,5451.0,10903.0,3613.0,
2021-02-16,Arkansas,483438.0,631675.0,343637.0,4.52,16.02,136415.0,11.39,20.93,5451.0,11330.0,3754.0,0.765
2021-02-17,Arkansas,486949.0,649225.0,345271.0,4.58,16.14,138254.0,11.44,21.51,3511.0,9842.0,3261.0,0.75
2021-02-18,Arkansas,490737.0,664225.0,346623.0,4.66,16.26,140662.0,11.49,22.01,3788.0,8562.0,2837.0,0.739
2021-02-19,Arkansas,517271.0,691525.0,362972.0,5.0,17.14,150812.0,12.03,22.91,26534.0,10018.0,3320.0,0.748
2021-02-20,Arkansas,520904.0,691525.0,364735.0,5.06,17.26,152675.0,12.09,22.91,3633.0,9074.0,3007.0,0.753
2021-02-21,Arkansas,528467.0,691525.0,367436.0,5.22,17.51,157511.0,12.18,22.91,7563.0,7990.0,2648.0,0.764
2021-02-22,Arkansas,535413.0,691525.0,371148.0,5.36,17.74,161660.0,12.3,22.91,6946.0,8204.0,2719.0,0.774
2021-02-23,Arkansas,540192.0,794230.0,373476.0,5.44,17.9,164064.0,12.38,26.32,4779.0,8108.0,2687.0,0.68
2021-02-24,Arkansas,554466.0,816730.0,378928.0,5.73,18.37,172834.0,12.56,27.06,14274.0,9645.0,3196.0,0.679
2021-02-25,Arkansas,572553.0,826130.0,385351.0,6.12,18.97,184592.0,12.77,27.38,18087.0,11688.0,3873.0,0.693
2021-02-26,Arkansas,597990.0,861230.0,394906.0,6.64,19.82,200532.0,13.09,28.54,25437.0,11531.0,3821.0,0.694
2021-02-27,Arkansas,622665.0,892660.0,405877.0,7.1,20.63,214402.0,13.45,29.58,24675.0,14537.0,4817.0,0.698
2021-02-28,Arkansas,649311.0,892660.0,419502.0,7.54,21.52,227450.0,13.9,29.58,26646.0,17263.0,5720.0,0.727
2021-03-01,Arkansas,661572.0,892660.0,425567.0,7.74,21.92,233685.0,14.1,29.58,12261.0,18023.0,5972.0,0.741
2021-03-02,Arkansas,670815.0,963040.0,431866.0,7.84,22.23,236706.0,14.31,31.91,9243.0,18660.0,6183.0,0.697
2021-03-03,Arkansas,687433.0,964840.0,442371.0,8.05,22.78,242999.0,14.66,31.97,16618.0,18995.0,6294.0,0.712
2021-03-04,Arkansas,704368.0,990640.0,452615.0,8.28,23.34,249956.0,15.0,32.83,16935.0,18831.0,6240.0,0.711
2021-03-05,Arkansas,723756.0,1064920.0,464641.0,8.53,23.98,257367.0,15.4,35.29,19388.0,17967.0,5954.0,0.68
2021-03-06,Arkansas,744139.0,1088150.0,477127.0,8.79,24.66,265226.0,15.81,36.06,20383.0,17353.0,5750.0,0.684
2021-03-07,Arkansas,765260.0,1088150.0,489149.0,9.09,25.36,274376.0,16.21,36.06,21121.0,16564.0,5489.0,0.703
2021-03-08,Arkansas,773357.0,1088150.0,494761.0,9.19,25.63,277217.0,16.39,36.06,8097.0,15969.0,5292.0,0.711
2021-03-09,Arkansas,782750.0,1158630.0,501653.0,9.27,25.94,279815.0,16.62,38.39,9393.0,15991.0,5299.0,0.676
2021-03-10,Arkansas,799184.0,1162330.0,513591.0,9.45,26.48,285284.0,17.02,38.52,16434.0,15964.0,5290.0,0.688
2021-03-11,Arkansas,800091.0,1209300.0,514556.0,9.47,26.51,285811.0,17.05,40.07,907.0,13675.0,4531.0,0.662
2021-03-12,Arkansas,836608.0,1222370.0,541936.0,9.85,27.72,297193.0,17.96,40.51,36517.0,16122.0,5342.0,0.684
2021-03-13,Arkansas,882630.0,1251620.0,579022.0,10.27,29.25,309784.0,19.19,41.47,46022.0,19784.0,6556.0,0.705
2021-03-14,Arkansas,882630.0,1251620.0,579157.0,10.27,29.25,309827.0,19.19,41.47,0.0,16767.0,5556.0,0.705
2021-03-15,Arkansas,892588.0,1251620.0,586266.0,10.38,29.58,313372.0,19.43,41.47,9958.0,17033.0,5644.0,0.713
2021-03-16,Arkansas,897059.0,1332600.0,589436.0,10.44,29.73,314915.0,19.53,44.16,4471.0,16330.0,5411.0,0.673
2021-03-17,Arkansas,912660.0,1336570.0,602085.0,10.58,30.24,319158.0,19.95,44.29,15601.0,16211.0,5372.0,0.683
2021-03-18,Arkansas,929862.0,1359410.0,615670.0,10.75,30.81,324554.0,20.4,45.05,17202.0,18539.0,6143.0,0.684
2021-03-19,Arkansas,952919.0,1407320.0,635565.0,10.96,31.58,330804.0,21.06,46.63,23057.0,16616.0,5506.0,0.677
2021-01-12,Bureau of Prisons,14663.0,16050.0,5199.0,,,1077.0,,,,,,0.914
2021-01-13,Bureau of Prisons,15694.0,16050.0,5395.0,,,1077.0,,,1031.0,1031.0,,0.978
2021-01-14,Bureau of Prisons,16118.0,16450.0,13997.0,,,,,,424.0,728.0,,0.98
2021-01-15,Bureau of Prisons,16685.0,16750.0,14565.0,,,2086.0,,,567.0,674.0,,0.996
2021-01-16,Bureau of Prisons,,,,,,,,,235.75,564.0,,
2021-01-17,Bureau of Prisons,,,,,,,,,235.75,499.0,,
2021-01-18,Bureau of Prisons,,,,,,,,,235.75,455.0,,
2021-01-19,Bureau of Prisons,17628.0,16750.0,15500.0,,,2091.0,,,235.75,424.0,,1.052
2021-01-20,Bureau of Prisons,19076.0,24750.0,15949.0,,,3092.0,,,1448.0,483.0,,0.771
2021-01-21,Bureau of Prisons,20838.0,24750.0,17003.0,,,3800.0,,,1762.0,674.0,,0.842
2021-01-22,Bureau of Prisons,21315.0,24750.0,17316.0,,,3962.0,,,477.0,661.0,,0.861
2021-01-23,Bureau of Prisons,23345.0,24750.0,18296.0,,,4977.0,,,2030.0,918.0,,0.943
2021-01-24,Bureau of Prisons,24082.0,24750.0,18965.0,,,5044.0,,,737.0,989.0,,0.973
2021-01-25,Bureau of Prisons,24360.0,24750.0,18988.0,,,5301.0,,,278.0,995.0,,0.984
2021-01-26,Bureau of Prisons,25513.0,30050.0,19471.0,,,5971.0,,,1153.0,1126.0,,0.849
2021-01-27,Bureau of Prisons,27326.0,30050.0,20415.0,,,6846.0,,,1813.0,1179.0,,0.909
2021-01-28,Bureau of Prisons,28514.0,30050.0,21081.0,,,7368.0,,,1188.0,1097.0,,0.949
2021-01-29,Bureau of Prisons,29754.0,30050.0,21674.0,,,8011.0,,,1240.0,1206.0,,0.99
2021-01-30,Bureau of Prisons,30945.0,30050.0,22486.0,,,8389.0,,,1191.0,1086.0,,1.03
2021-01-31,Bureau of Prisons,31285.0,30050.0,22725.0,,,8490.0,,,340.0,1029.0,,1.041
2021-02-01,Bureau of Prisons,31285.0,30050.0,22725.0,,,8490.0,,,0.0,989.0,,1.041
2021-02-02,Bureau of Prisons,32349.0,35950.0,23200.0,,,9079.0,,,1064.0,977.0,,0.9
2021-02-03,Bureau of Prisons,34255.0,36450.0,24049.0,,,10130.0,,,1906.0,990.0,,0.94
2021-02-04,Bureau of Prisons,36195.0,36650.0,24858.0,,,11259.0,,,1940.0,1097.0,,0.988
2021-02-05,Bureau of Prisons,38164.0,37050.0,25657.0,,,12426.0,,,1969.0,1201.0,,1.03
2021-02-06,Bureau of Prisons,39616.0,37050.0,26167.0,,,13362.0,,,1452.0,1239.0,,1.069
2021-02-07,Bureau of Prisons,40333.0,37050.0,26410.0,,,13826.0,,,717.0,1293.0,,1.089
2021-02-08,Bureau of Prisons,40333.0,37050.0,26410.0,,,13826.0,,,0.0,1293.0,,1.089
2021-02-09,Bureau of Prisons,41040.0,42475.0,26770.0,,,14173.0,,,707.0,1242.0,,0.966
2021-02-10,Bureau of Prisons,42751.0,42475.0,27564.0,,,15085.0,,,1711.0,1214.0,,1.006
2021-02-11,Bureau of Prisons,44177.0,42475.0,28139.0,,,15931.0,,,1426.0,1140.0,,1.04
2021-02-12,Bureau of Prisons,45617.0,43775.0,29060.0,,,16449.0,,,1440.0,1065.0,,1.042
2021-02-13,Bureau of Prisons,46926.0,43775.0,29797.0,,,17017.0,,,1309.0,1044.0,,1.072
2021-02-14,Bureau of Prisons,47564.0,43775.0,30193.0,,,17256.0,,,638.0,1033.0,,1.087
2021-02-15,Bureau of Prisons,,,,,,,,,263.0,1071.0,,
2021-02-16,Bureau of Prisons,48090.0,44750.0,30719.0,,,17256.0,,,263.0,1007.0,,1.075
2021-02-17,Bureau of Prisons,48614.0,45725.0,30901.0,,,17598.0,,,524.0,838.0,,1.063
2021-02-18,Bureau of Prisons,49050.0,45725.0,31146.0,,,17789.0,,,436.0,696.0,,1.073
2021-02-19,Bureau of Prisons,49913.0,47675.0,31519.0,,,18276.0,,,863.0,614.0,,1.047
2021-02-20,Bureau of Prisons,51072.0,49175.0,32074.0,,,18879.0,,,1159.0,592.0,,1.039
2021-02-21,Bureau of Prisons,52266.0,49175.0,32591.0,,,19556.0,,,1194.0,672.0,,1.063
2021-02-22,Bureau of Prisons,52347.0,49175.0,32591.0,,,19637.0,,,81.0,646.0,,1.065
2021-02-23,Bureau of Prisons,52743.0,49475.0,32628.0,,,19996.0,,,396.0,665.0,,1.066
2021-02-24,Bureau of Prisons,53728.0,57155.0,32980.0,,,20628.0,,,985.0,731.0,,0.94
2021-02-25,Bureau of Prisons,55100.0,57155.0,33533.0,,,21439.0,,,1372.0,864.0,,0.964
2021-02-26,Bureau of Prisons,57396.0,57155.0,34841.0,,,22339.0,,,2296.0,1069.0,,1.004
2021-02-27,Bureau of Prisons,59234.0,57155.0,36064.0,,,22939.0,,,1838.0,1166.0,,1.036
2021-02-28,Bureau of Prisons,60283.0,57155.0,36995.0,,,23057.0,,,1049.0,1145.0,,1.055
2021-03-01,Bureau of Prisons,60283.0,57155.0,36995.0,,,23057.0,,,0.0,1134.0,,1.055
2021-03-02,Bureau of Prisons,61002.0,65335.0,37239.0,,,23532.0,,,719.0,1180.0,,0.934
2021-03-03,Bureau of Prisons,62745.0,65335.0,38000.0,,,24513.0,,,1743.0,1288.0,,0.96
2021-03-04,Bureau of Prisons,66375.0,65335.0,40290.0,,,25853.0,,,3630.0,1611.0,,1.016
2021-03-05,Bureau of Prisons,70129.0,65335.0,42853.0,,,27041.0,,,3754.0,1819.0,,1.073
2021-03-06,Bureau of Prisons,71759.0,65335.0,43896.0,,,27625.0,,,1630.0,1789.0,,1.098
2021-03-07,Bureau of Prisons,72174.0,65335.0,44090.0,,,27841.0,,,415.0,1699.0,,1.105
2021-03-08,Bureau of Prisons,72174.0,65335.0,44090.0,,,27841.0,,,0.0,1699.0,,1.105
2021-03-09,Bureau of Prisons,72539.0,73715.0,44155.0,,,28141.0,,,365.0,1648.0,,0.984
2021-03-10,Bureau of Prisons,73254.0,73715.0,44353.0,,,28645.0,,,715.0,1501.0,,0.994
2021-03-11,Bureau of Prisons,76224.0,73715.0,46675.0,,,29287.0,,,2970.0,1407.0,,1.034
2021-03-12,Bureau of Prisons,78795.0,74690.0,48186.0,,,30234.0,,,2571.0,1238.0,,1.055
2021-03-13,Bureau of Prisons,80683.0,75690.0,49551.0,,,30731.0,,,1888.0,1275.0,,1.066
2021-03-14,Bureau of Prisons,80683.0,75690.0,49551.0,,,30731.0,,,0.0,1216.0,,1.066
2021-03-15,Bureau of Prisons,80683.0,75690.0,49551.0,,,30731.0,,,0.0,1216.0,,1.066
2021-03-16,Bureau of Prisons,81035.0,85240.0,49808.0,,,31012.0,,,352.0,1214.0,,0.951
2021-03-17,Bureau of Prisons,81950.0,85240.0,50170.0,,,31574.0,,,915.0,1242.0,,0.961
2021-03-18,Bureau of Prisons,84200.0,85240.0,51305.0,,,32726.0,,,2250.0,1139.0,,0.988
2021-03-19,Bureau of Prisons,86342.0,85240.0,52733.0,,,33436.0,,,2142.0,1078.0,,1.013
2021-01-12,California,816301.0,3286050.0,703540.0,0.25,2.07,100089.0,1.78,8.32,,,,0.248
2021-01-13,California,891489.0,3435650.0,744545.0,0.34,2.26,133689.0,1.88,8.7,75188.0,75188.0,1903.0,0.259
2021-01-14,California,975293.0,3540175.0,801998.0,,2.47,,2.03,8.96,83804.0,79496.0,2012.0,0.275
2021-01-15,California,1072959.0,3548575.0,865387.0,0.52,2.72,204374.0,2.19,8.98,97666.0,85553.0,2165.0,0.302
2021-01-16,California,,,,,,,,,96867.75,88381.0,2237.0,
2021-01-17,California,,,,,,,,,96867.75,90079.0,2280.0,
2021-01-18,California,,,,,,,,,96867.75,91210.0,2308.0,
2021-01-19,California,1460430.0,3548575.0,1195969.0,0.66,3.7,260838.0,3.03,8.98,96867.75,92018.0,2329.0,0.412
2021-01-20,California,1532329.0,4169450.0,1255311.0,0.69,3.88,273276.0,3.18,10.55,71899.0,91549.0,2317.0,0.368
2021-01-21,California,1633875.0,4379500.0,1335886.0,0.74,4.14,293834.0,3.38,11.08,101546.0,94083.0,2381.0,0.373
2021-01-22,California,1803679.0,4714625.0,1477195.0,0.81,4.56,321839.0,3.74,11.93,169804.0,104389.0,2642.0,0.383
2021-01-23,California,2008220.0,4906525.0,1661683.0,0.86,5.08,341731.0,4.21,12.42,204541.0,119770.0,3031.0,0.409
2021-01-24,California,2199908.0,4906525.0,1838464.0,0.9,5.57,356382.0,4.65,12.42,191688.0,133316.0,3374.0,0.448
2021-01-25,California,2330633.0,4906525.0,1954048.0,0.94,5.9,371482.0,4.95,12.42,130725.0,138153.0,3496.0,0.475
2021-01-26,California,2446577.0,5340275.0,2053652.0,0.98,6.19,387563.0,5.2,13.52,115944.0,140878.0,3565.0,0.458
2021-01-27,California,2579666.0,5452575.0,2156029.0,1.06,6.53,417606.0,5.46,13.8,133089.0,149620.0,3787.0,0.473
2021-01-28,California,2746876.0,5547100.0,2281453.0,1.16,6.95,458585.0,5.77,14.04,167210.0,159000.0,4024.0,0.495
2021-01-29,California,2910562.0,5640225.0,2415659.0,1.23,7.37,487552.0,6.11,14.27,163686.0,158126.0,4002.0,0.516
2021-01-30,California,3095781.0,5666150.0,2563559.0,1.33,7.83,524350.0,6.49,14.34,185219.0,155366.0,3932.0,0.546
2021-01-31,California,3285351.0,5666550.0,2717530.0,1.41,8.31,558977.0,6.88,14.34,189570.0,155063.0,3924.0,0.58
2021-02-01,California,3453284.0,5666550.0,2861767.0,1.47,8.74,581985.0,7.24,14.34,167933.0,160379.0,4059.0,0.609
2021-02-02,California,3543817.0,5670500.0,2940488.0,1.5,8.97,592045.0,7.44,14.35,90533.0,156749.0,3967.0,0.625
2021-02-03,California,3671316.0,6343925.0,3044980.0,1.55,9.29,613845.0,7.71,16.06,127499.0,155950.0,3947.0,0.579
2021-02-04,California,3723803.0,6438225.0,3085932.0,1.58,9.42,625189.0,7.81,16.29,52487.0,139561.0,3532.0,0.578
2021-02-05,California,3920632.0,6773350.0,3228084.0,1.71,9.92,675027.0,8.17,17.14,196829.0,144296.0,3652.0,0.579
2021-02-06,California,4137600.0,6963500.0,3389906.0,1.84,10.47,727993.0,8.58,17.62,216968.0,148831.0,3767.0,0.594
2021-02-07,California,4485166.0,6963500.0,3653538.0,2.05,11.35,808832.0,9.25,17.62,347566.0,171402.0,4338.0,0.644
2021-02-08,California,4682862.0,6963500.0,3811715.0,2.15,11.85,847993.0,9.65,17.62,197696.0,175654.0,4446.0,0.672
2021-02-09,California,4784478.0,7385225.0,3880253.0,2.22,12.11,875340.0,9.82,18.69,101616.0,177237.0,4486.0,0.648
2021-02-10,California,4957297.0,7607100.0,3994969.0,2.35,12.55,928615.0,10.11,19.25,172819.0,183712.0,4649.0,0.652
2021-02-11,California,5134864.0,7822300.0,4108216.0,2.51,13.0,990128.0,10.4,19.8,177567.0,201580.0,5102.0,0.656
2021-02-12,California,5341104.0,7963575.0,4222810.0,2.74,13.52,1081040.0,10.69,20.15,206240.0,202925.0,5136.0,0.671
