Country,Year,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
Montana,34,116148.0,163675.0,87042.0,2.71,10.87,28942.0,8.14,15.31,5774.0,4276.0,4001.0,0.71
Montana,35,122536.0,163675.0,91611.0,2.88,11.46,30749.0,8.57,15.31,6388.0,4278.0,4003.0,0.749
Montana,36,130883.0,163675.0,96394.0,3.2,12.25,34207.0,9.02,15.31,8347.0,4516.0,4225.0,0.8
Montana,37,137765.0,163675.0,101262.0,3.39,12.89,36195.0,9.48,15.31,6882.0,4749.0,4443.0,0.842
Montana,38,139273.0,163675.0,102365.0,3.42,13.03,36596.0,9.58,15.31,1508.0,4733.0,4428.0,0.851
Nebraska,11,74439.0,177375.0,65924.0,0.44,3.85,8459.0,3.41,9.17,,,,0.42
Nebraska,12,79699.0,199800.0,69113.0,0.54,4.12,10529.0,3.57,10.33,5260.0,5260.0,2719.0,0.399
Nebraska,13,84920.0,199800.0,72079.0,,4.39,,3.73,10.33,5221.0,5240.0,2709.0,0.425
Nebraska,14,91195.0,211500.0,77734.0,0.68,4.71,13050.0,4.02,10.93,6275.0,5585.0,2887.0,0.431
Nebraska,15,,,,,,,,,3123.5,4970.0,2569.0,
Nebraska,16,,,,,,,,,3123.5,4601.0,2379.0,
Nebraska,17,,,,,,,,,3123.5,4354.0,2251.0,
Nebraska,18,103689.0,211500.0,89054.0,0.72,5.36,13860.0,4.6,10.93,3123.5,4179.0,2160.0,0.49
Nebraska,19,106283.0,237500.0,91040.0,0.75,5.49,14463.0,4.71,12.28,2594.0,3798.0,1963.0,0.448
Nebraska,20,111841.0,238000.0,94850.0,0.84,5.78,16206.0,4.9,12.3,5558.0,3846.0,1988.0,0.47
Nebraska,21,118450.0,238100.0,99571.0,0.94,6.12,18086.0,5.15,12.31,6609.0,3894.0,2013.0,0.497
Nebraska,22,124069.0,238100.0,103620.0,1.02,6.41,19646.0,5.36,12.31,5619.0,4250.0,2197.0,0.521
Nebraska,23,132846.0,238100.0,109860.0,1.15,6.87,22175.0,5.68,12.31,8777.0,5058.0,2615.0,0.558
Nebraska,24,134033.0,238100.0,110672.0,1.17,6.93,22547.0,5.72,12.31,1187.0,4781.0,2472.0,0.563
Nebraska,25,135131.0,238100.0,111248.0,1.19,6.99,23065.0,5.75,12.31,1098.0,4492.0,2322.0,0.568
Nebraska,26,139573.0,284275.0,114154.0,1.27,7.22,24598.0,5.9,14.7,4442.0,4756.0,2459.0,0.491
Nebraska,27,150019.0,287400.0,116769.0,1.67,7.75,32380.0,6.04,14.86,10446.0,5454.0,2819.0,0.522
Nebraska,28,158370.0,288375.0,120121.0,1.93,8.19,37350.0,6.21,14.91,8351.0,5703.0,2948.0,0.549
Nebraska,29,167276.0,288375.0,125263.0,2.12,8.65,41093.0,6.48,14.91,8906.0,6172.0,3191.0,0.58
Nebraska,30,177711.0,288375.0,133002.0,2.26,9.19,43712.0,6.88,14.91,10435.0,6409.0,3313.0,0.616
Nebraska,31,180917.0,288375.0,134193.0,2.36,9.35,45716.0,6.94,14.91,3206.0,6698.0,3463.0,0.627
Nebraska,32,182412.0,297375.0,134877.0,2.4,9.43,46523.0,6.97,15.37,1495.0,6754.0,3492.0,0.613
Nebraska,33,188285.0,332525.0,138354.0,2.53,9.73,48889.0,7.15,17.19,5873.0,6959.0,3597.0,0.566
Nebraska,34,195126.0,344225.0,141657.0,2.71,10.09,52390.0,7.32,17.79,6841.0,6444.0,3331.0,0.567
Nebraska,35,204136.0,346175.0,147583.0,2.86,10.55,55313.0,7.63,17.9,9010.0,6538.0,3380.0,0.59
Nebraska,36,218405.0,346375.0,157139.0,3.1,11.29,59985.0,8.12,17.91,14269.0,7304.0,3776.0,0.631
Nebraska,37,230874.0,346375.0,163479.0,3.41,11.94,66018.0,8.45,17.91,12469.0,7595.0,3926.0,0.667
Nebraska,38,234061.0,346375.0,165037.0,3.5,12.1,67636.0,8.53,17.91,3187.0,7592.0,3925.0,0.676
Nevada,11,61653.0,207150.0,31320.0,0.28,2.0,8761.0,1.02,6.72,,,,0.298
Nevada,12,61653.0,207150.0,31320.0,0.28,2.0,8761.0,1.02,6.72,0.0,0.0,0.0,0.298
Nevada,13,76844.0,210075.0,62370.0,,2.5,,2.02,6.82,15191.0,7596.0,2466.0,0.366
Nevada,14,83674.0,211750.0,67679.0,0.5,2.72,15308.0,2.2,6.88,6830.0,7340.0,2383.0,0.395
Nevada,15,,,,,,,,,4791.5,6703.0,2176.0,
Nevada,16,,,,,,,,,4791.5,6321.0,2052.0,
Nevada,17,,,,,,,,,4791.5,6066.0,1969.0,
Nevada,18,102840.0,211750.0,85391.0,0.54,3.34,16665.0,2.77,6.88,4791.5,5884.0,1910.0,0.486
Nevada,19,107133.0,276775.0,89110.0,0.56,3.48,17209.0,2.89,8.99,4293.0,6497.0,2109.0,0.387
Nevada,20,115991.0,278175.0,95837.0,0.63,3.77,19296.0,3.11,9.03,8858.0,5592.0,1815.0,0.417
Nevada,21,126458.0,281100.0,105222.0,0.66,4.11,20345.0,3.42,9.13,10467.0,6112.0,1984.0,0.45
Nevada,22,137031.0,286950.0,115160.0,0.68,4.45,20972.0,3.74,9.32,10573.0,6938.0,2252.0,0.478
Nevada,23,152203.0,286950.0,129223.0,0.72,4.94,22068.0,4.2,9.32,15172.0,8421.0,2734.0,0.53
Nevada,24,159869.0,286950.0,136670.0,0.72,5.19,22279.0,4.44,9.32,7666.0,8832.0,2867.0,0.557
Nevada,25,164362.0,338025.0,140934.0,0.73,5.34,22508.0,4.58,10.97,4493.0,8789.0,2853.0,0.486
Nevada,26,174367.0,338525.0,149464.0,0.77,5.66,23852.0,4.85,10.99,10005.0,9605.0,3118.0,0.515
Nevada,27,194942.0,339500.0,167481.0,0.86,6.33,26327.0,5.44,11.02,20575.0,11279.0,3662.0,0.574
Nevada,28,210185.0,339900.0,179805.0,0.95,6.82,29163.0,5.84,11.04,15243.0,11961.0,3883.0,0.618
Nevada,29,224192.0,368800.0,191175.0,1.03,7.28,31783.0,6.21,11.97,14007.0,12452.0,4043.0,0.608
Nevada,30,241078.0,368800.0,205892.0,1.1,7.83,33923.0,6.68,11.97,16886.0,12696.0,4122.0,0.654
Nevada,31,248754.0,368800.0,211931.0,1.15,8.08,35559.0,6.88,11.97,7676.0,12698.0,4123.0,0.674
Nevada,32,253174.0,417175.0,214342.0,1.22,8.22,37568.0,6.96,13.54,4420.0,12687.0,4119.0,0.607
Nevada,33,279471.0,417875.0,236799.0,1.34,9.07,41227.0,7.69,13.57,26297.0,15015.0,4875.0,0.669
Nevada,34,291601.0,424800.0,244381.0,1.48,9.47,45735.0,7.93,13.79,12130.0,13808.0,4483.0,0.686
Nevada,35,304323.0,425300.0,252886.0,1.62,9.88,49925.0,8.21,13.81,12722.0,13448.0,4366.0,0.716
Nevada,36,322252.0,427800.0,264060.0,1.83,10.46,56456.0,8.57,13.89,17929.0,14009.0,4548.0,0.753
Nevada,37,334073.0,427800.0,269657.0,2.03,10.85,62654.0,8.76,13.89,11821.0,13285.0,4313.0,0.781
Nevada,38,346685.0,427800.0,278091.0,2.17,11.26,66755.0,9.03,13.89,12612.0,13990.0,4542.0,0.81
New Hampshire,11,50613.0,122350.0,11615.0,0.0,3.72,5.0,0.85,9.0,,,,0.414
New Hampshire,12,55218.0,124300.0,12722.0,0.0,4.06,9.0,0.94,9.14,4605.0,4605.0,3387.0,0.444
New Hampshire,13,58711.0,127225.0,53780.0,,4.32,,3.96,9.36,3493.0,4049.0,2978.0,0.461
New Hampshire,14,62517.0,127225.0,56797.0,0.42,4.6,5700.0,4.18,9.36,3806.0,3968.0,2918.0,0.491
New Hampshire,15,,,,,,,,,2259.75,3541.0,2604.0,
New Hampshire,16,,,,,,,,,2259.75,3285.0,2416.0,
New Hampshire,17,,,,,,,,,2259.75,3114.0,2290.0,
New Hampshire,18,71556.0,127225.0,64402.0,0.52,5.26,7120.0,4.74,9.36,2259.75,2992.0,2200.0,0.562
New Hampshire,19,75418.0,145400.0,67366.0,0.59,5.55,8013.0,4.95,10.69,3862.0,2886.0,2123.0,0.519
New Hampshire,20,80639.0,155150.0,70281.0,0.76,5.93,10319.0,5.17,11.41,5221.0,3133.0,2304.0,0.52
New Hampshire,21,85595.0,162950.0,72979.0,0.92,6.3,12575.0,5.37,11.98,4956.0,3297.0,2425.0,0.525
New Hampshire,22,89816.0,162950.0,76609.0,0.97,6.61,13166.0,5.63,11.98,4221.0,3577.0,2631.0,0.551
New Hampshire,23,93338.0,162950.0,79942.0,0.98,6.86,13355.0,5.88,11.98,3522.0,3757.0,2763.0,0.573
New Hampshire,24,94623.0,162950.0,80674.0,1.02,6.96,13907.0,5.93,11.98,1285.0,3618.0,2661.0,0.581
New Hampshire,25,97002.0,180525.0,81417.0,1.14,7.13,15542.0,5.99,13.28,2379.0,3635.0,2673.0,0.537
New Hampshire,26,103080.0,190875.0,84813.0,1.34,7.58,18224.0,6.24,14.04,6078.0,3952.0,2906.0,0.54
New Hampshire,27,110451.0,200625.0,88624.0,1.6,8.12,21781.0,6.52,14.76,7371.0,4259.0,3132.0,0.551
New Hampshire,28,117408.0,203550.0,92305.0,1.84,8.64,25055.0,6.79,14.97,6957.0,4545.0,3343.0,0.577
New Hampshire,29,123740.0,217100.0,96148.0,2.03,9.1,27544.0,7.07,15.97,6332.0,4846.0,3564.0,0.57
New Hampshire,30,128313.0,217100.0,98524.0,2.19,9.44,29736.0,7.25,15.97,4573.0,4996.0,3674.0,0.591
New Hampshire,31,130515.0,217100.0,100041.0,2.24,9.6,30421.0,7.36,15.97,2202.0,5127.0,3771.0,0.601
New Hampshire,32,135799.0,226850.0,103364.0,2.38,9.99,32381.0,7.6,16.68,5284.0,5542.0,4076.0,0.599
New Hampshire,33,138271.0,235250.0,104042.0,2.51,10.17,34130.0,7.65,17.3,2472.0,5027.0,3697.0,0.588
New Hampshire,34,145086.0,244025.0,108112.0,2.71,10.67,36868.0,7.95,17.95,6815.0,4948.0,3639.0,0.595
New Hampshire,35,153145.0,245000.0,112544.0,2.98,11.26,40489.0,8.28,18.02,8059.0,5105.0,3754.0,0.625
New Hampshire,36,161178.0,257700.0,116523.0,3.23,11.85,43888.0,8.57,18.95,8033.0,5348.0,3933.0,0.625
New Hampshire,37,165887.0,257700.0,119552.0,3.35,12.2,45567.0,8.79,18.95,4709.0,5368.0,3948.0,0.644
New Hampshire,38,166603.0,257700.0,119763.0,3.39,12.25,46071.0,8.81,18.95,716.0,5155.0,3791.0,0.646
New Jersey,11,221045.0,654900.0,206737.0,0.16,2.49,14306.0,2.33,7.37,,,,0.338
New Jersey,12,262982.0,654900.0,236053.0,0.3,2.96,26926.0,2.66,7.37,41937.0,41937.0,4721.0,0.402
New Jersey,13,263422.0,658800.0,235152.0,,2.97,,2.65,7.42,440.0,21188.0,2385.0,0.4
New Jersey,14,317070.0,658800.0,278956.0,0.41,3.57,36741.0,3.14,7.42,53648.0,32008.0,3604.0,0.481
New Jersey,15,,,,,,,,,20769.5,29199.0,3287.0,
New Jersey,16,,,,,,,,,20769.5,27513.0,3098.0,
New Jersey,17,,,,,,,,,20769.5,26389.0,2971.0,
New Jersey,18,400148.0,658800.0,354653.0,0.49,4.5,43879.0,3.99,7.42,20769.5,25586.0,2881.0,0.607
New Jersey,19,432220.0,898550.0,381159.0,0.56,4.87,49420.0,4.29,10.12,32072.0,24177.0,2722.0,0.481
New Jersey,20,432220.0,923300.0,381159.0,0.56,4.87,49420.0,4.29,10.4,0.0,24114.0,2715.0,0.468
New Jersey,21,464363.0,951875.0,406494.0,0.63,5.23,56213.0,4.58,10.72,32143.0,21042.0,2369.0,0.488
New Jersey,22,500889.0,989900.0,437711.0,0.69,5.64,61506.0,4.93,11.14,36526.0,23293.0,2622.0,0.506
New Jersey,23,535625.0,989900.0,468760.0,0.73,6.03,65164.0,5.28,11.14,34736.0,25288.0,2847.0,0.541
New Jersey,24,563141.0,989900.0,492061.0,0.78,6.34,69374.0,5.54,11.14,27516.0,26252.0,2956.0,0.569
New Jersey,25,575733.0,1091400.0,501812.0,0.81,6.48,72212.0,5.65,12.29,12592.0,25084.0,2824.0,0.528
New Jersey,26,611862.0,1207100.0,530412.0,0.9,6.89,79648.0,5.97,13.59,36129.0,25663.0,2889.0,0.507
New Jersey,27,648215.0,1230550.0,558156.0,0.99,7.3,88198.0,6.28,13.85,36353.0,30856.0,3474.0,0.527
New Jersey,28,727426.0,1231525.0,616618.0,1.22,8.19,108740.0,6.94,13.86,79211.0,37580.0,4231.0,0.591
New Jersey,29,768944.0,1232525.0,649035.0,1.33,8.66,117791.0,7.31,13.88,41518.0,38294.0,4311.0,0.624
New Jersey,30,795440.0,1232525.0,670153.0,1.39,8.96,123147.0,7.54,13.88,26496.0,37116.0,4179.0,0.645
New Jersey,31,810293.0,1232525.0,680591.0,1.44,9.12,127552.0,7.66,13.88,14853.0,35307.0,3975.0,0.657
New Jersey,32,836584.0,1235350.0,697318.0,1.54,9.42,137096.0,7.85,13.91,26291.0,37264.0,4195.0,0.677
New Jersey,33,851721.0,1252250.0,703957.0,1.64,9.59,145570.0,7.92,14.1,15137.0,34266.0,3858.0,0.68
New Jersey,34,851721.0,1433750.0,703957.0,1.64,9.59,145570.0,7.92,16.14,0.0,29072.0,3273.0,0.594
New Jersey,35,884736.0,1435750.0,724879.0,1.78,9.96,157642.0,8.16,16.16,33015.0,22473.0,2530.0,0.616
New Jersey,36,1041289.0,1480825.0,791011.0,2.24,11.72,199040.0,8.91,16.67,156553.0,38906.0,4380.0,0.703
New Jersey,37,1074805.0,1480825.0,812914.0,2.37,12.1,210601.0,9.15,16.67,33516.0,39909.0,4493.0,0.726
New Jersey,38,1094886.0,1480825.0,822080.0,2.49,12.33,221465.0,9.25,16.67,20081.0,40656.0,4577.0,0.739
New Mexico,11,78235.0,177075.0,43344.0,0.54,3.73,11335.0,2.07,8.44,,,,0.442
New Mexico,12,81855.0,199525.0,45873.0,0.59,3.9,12426.0,2.19,9.52,3620.0,3620.0,1726.0,0.41
New Mexico,13,89415.0,204750.0,73428.0,,4.26,,3.5,9.76,7560.0,5590.0,2666.0,0.437
New Mexico,14,99305.0,204750.0,80172.0,0.89,4.74,18711.0,3.82,9.76,9890.0,7023.0,3349.0,0.485
New Mexico,15,,,,,,,,,9711.25,7695.0,3670.0,
New Mexico,16,,,,,,,,,9711.25,8098.0,3862.0,
New Mexico,17,,,,,,,,,9711.25,8367.0,3990.0,
New Mexico,18,138150.0,204750.0,112450.0,1.11,6.59,23236.0,5.36,9.76,9711.25,8559.0,4082.0,0.675
New Mexico,19,143302.0,225850.0,116128.0,1.18,6.83,24706.0,5.54,10.77,5152.0,8778.0,4186.0,0.635
New Mexico,20,152465.0,237725.0,122956.0,1.29,7.27,27014.0,5.86,11.34,9163.0,9007.0,4296.0,0.641
New Mexico,21,162045.0,248300.0,130211.0,1.4,7.73,29278.0,6.21,11.84,9580.0,8963.0,4275.0,0.653
New Mexico,22,184698.0,257075.0,148964.0,1.58,8.81,33133.0,7.1,12.26,22653.0,10812.0,5156.0,0.718
New Mexico,23,200141.0,257075.0,162636.0,1.66,9.54,34878.0,7.76,12.26,15443.0,11630.0,5546.0,0.779
New Mexico,24,204670.0,257075.0,166530.0,1.69,9.76,35507.0,7.94,12.26,4529.0,10890.0,5194.0,0.796
New Mexico,25,210136.0,270725.0,171579.0,1.71,10.02,35823.0,8.18,12.91,5466.0,10284.0,4905.0,0.776
New Mexico,26,217075.0,303625.0,176038.0,1.83,10.35,38292.0,8.4,14.48,6939.0,10539.0,5026.0,0.715
New Mexico,27,224692.0,314750.0,180272.0,1.99,10.72,41669.0,8.6,15.01,7617.0,10318.0,4921.0,0.714
New Mexico,28,238755.0,317800.0,189082.0,2.24,11.39,46878.0,9.02,15.16,14063.0,10959.0,5226.0,0.751
New Mexico,29,248321.0,317900.0,195327.0,2.39,11.84,50153.0,9.32,15.16,9566.0,9089.0,4335.0,0.781
New Mexico,30,264147.0,317900.0,204968.0,2.69,12.6,56314.0,9.78,15.16,15826.0,9144.0,4361.0,0.831
New Mexico,31,275224.0,317900.0,212216.0,2.87,13.13,60099.0,10.12,15.16,11077.0,10079.0,4807.0,0.866
New Mexico,32,277617.0,351050.0,213941.0,2.9,13.24,60740.0,10.2,16.74,2393.0,9640.0,4597.0,0.791
New Mexico,33,284830.0,356150.0,219033.0,3.0,13.58,62821.0,10.45,16.98,7213.0,9679.0,4616.0,0.8
New Mexico,34,294566.0,364775.0,224290.0,3.21,14.05,67246.0,10.7,17.4,9736.0,9982.0,4761.0,0.808
New Mexico,35,306945.0,364875.0,231864.0,3.43,14.64,71951.0,11.06,17.4,12379.0,9741.0,4646.0,0.841
New Mexico,36,322611.0,364875.0,240516.0,3.76,15.39,78774.0,11.47,17.4,15666.0,10613.0,5061.0,0.884
New Mexico,37,331793.0,364875.0,245330.0,3.96,15.82,83100.0,11.7,17.4,9182.0,9664.0,4609.0,0.909
New Mexico,38,342786.0,364875.0,251082.0,4.19,16.35,87916.0,11.97,17.4,10993.0,9652.0,4603.0,0.939
New York State,11,579532.0,1622100.0,543014.0,0.19,2.98,36422.0,2.79,8.34,,,,0.357
New York State,12,632473.0,1796850.0,587865.0,0.23,3.25,44512.0,3.02,9.24,52941.0,52941.0,2721.0,0.352
New York State,13,688576.0,1872625.0,617596.0,,3.54,,3.18,9.63,56103.0,54522.0,2803.0,0.368
New York State,14,757466.0,1884325.0,671311.0,0.38,3.89,73523.0,3.45,9.69,68890.0,59311.0,3049.0,0.402
New York State,15,,,,,,,,,60713.25,59662.0,3067.0,
New York State,16,,,,,,,,,60713.25,59872.0,3078.0,
New York State,17,,,,,,,,,60713.25,60012.0,3085.0,
New York State,18,1000319.0,1884325.0,884908.0,0.52,5.14,102187.0,4.55,9.69,60713.25,60112.0,3090.0,0.531
New York State,19,1046490.0,2057875.0,926339.0,0.55,5.38,106821.0,4.76,10.58,46171.0,59145.0,3040.0,0.509
New York State,20,1116441.0,2213975.0,982183.0,0.62,5.74,120801.0,5.05,11.38,69951.0,61124.0,3142.0,0.504
New York State,21,1203994.0,2367075.0,1048453.0,0.73,6.19,142005.0,5.39,12.17,87553.0,63790.0,3279.0,0.509
New York State,22,1282515.0,2395950.0,1105935.0,0.84,6.59,162685.0,5.68,12.32,78521.0,66334.0,3410.0,0.535
New York State,23,1365404.0,2395950.0,1172921.0,0.91,7.02,176659.0,6.03,12.32,82889.0,69502.0,3573.0,0.57
New York State,24,1418313.0,2395950.0,1215450.0,0.94,7.29,183915.0,6.25,12.32,52909.0,68387.0,3515.0,0.592
New York State,25,1453972.0,2401900.0,1245215.0,0.98,7.47,189791.0,6.4,12.35,35659.0,64808.0,3331.0,0.605
New York State,26,1518697.0,2744450.0,1286705.0,1.09,7.81,212802.0,6.61,14.11,64725.0,67458.0,3468.0,0.553
New York State,27,1630504.0,2812625.0,1320572.0,1.23,8.38,238722.0,6.79,14.46,111807.0,73438.0,3775.0,0.58
New York State,28,1703218.0,2823575.0,1359970.0,1.4,8.76,271874.0,6.99,14.51,72714.0,71318.0,3666.0,0.603
New York State,29,1791935.0,2932775.0,1417373.0,1.56,9.21,303102.0,7.29,15.08,88717.0,72774.0,3741.0,0.611
New York State,30,1875462.0,2932775.0,1473614.0,1.7,9.64,329795.0,7.58,15.08,83527.0,72865.0,3746.0,0.639
New York State,31,1927665.0,2932775.0,1511266.0,1.77,9.91,344325.0,7.77,15.08,52203.0,72765.0,3740.0,0.657
New York State,32,1966446.0,2987075.0,1541235.0,1.82,10.11,353127.0,7.92,15.35,38781.0,73211.0,3763.0,0.658
New York State,33,2003170.0,3241250.0,1562945.0,1.89,10.3,368054.0,8.03,16.66,36724.0,69210.0,3558.0,0.618
New York State,34,2060301.0,3377325.0,1576553.0,2.0,10.59,388798.0,8.1,17.36,57131.0,61400.0,3156.0,0.61
New York State,35,2132305.0,3378300.0,1610832.0,2.19,10.96,426368.0,8.28,17.37,72004.0,61298.0,3151.0,0.631
New York State,36,2225316.0,3378300.0,1661253.0,2.41,11.44,468747.0,8.54,17.37,93011.0,61912.0,3183.0,0.659
New York State,37,2336867.0,3378300.0,1722302.0,2.67,12.01,519101.0,8.85,17.37,111551.0,65915.0,3388.0,0.692
New York State,38,2418074.0,3378300.0,1767666.0,2.85,12.43,554262.0,9.09,17.37,81207.0,70058.0,3601.0,0.716
North Carolina,11,211610.0,836450.0,189213.0,0.18,2.02,19293.0,1.8,7.98,,,,0.253
North Carolina,12,266938.0,852000.0,228686.0,0.34,2.54,35148.0,2.18,8.12,55328.0,55328.0,5275.0,0.313
North Carolina,13,268212.0,969700.0,233038.0,,2.56,,2.22,9.25,1274.0,28301.0,2698.0,0.277
North Carolina,14,302824.0,999650.0,259859.0,0.41,2.89,42790.0,2.48,9.53,34612.0,30405.0,2899.0,0.303
North Carolina,15,,,,,,,,,24488.75,28926.0,2758.0,
North Carolina,16,,,,,,,,,24488.75,28038.0,2673.0,
North Carolina,17,,,,,,,,,24488.75,27447.0,2617.0,
North Carolina,18,400779.0,999650.0,346533.0,0.52,3.82,54012.0,3.3,9.53,24488.75,27024.0,2577.0,0.401
North Carolina,19,427480.0,1118250.0,368818.0,0.56,4.08,58407.0,3.52,10.66,26701.0,22935.0,2187.0,0.382
North Carolina,20,473282.0,1157100.0,406257.0,0.64,4.51,66736.0,3.87,11.03,45802.0,29296.0,2793.0,0.409
North Carolina,21,524914.0,1192375.0,450144.0,0.71,5.0,74427.0,4.29,11.37,51632.0,31727.0,3025.0,0.44
North Carolina,22,577007.0,1246600.0,497387.0,0.76,5.5,79197.0,4.74,11.89,52093.0,35671.0,3401.0,0.463
North Carolina,23,636439.0,1246600.0,552194.0,0.8,6.07,83752.0,5.26,11.89,59432.0,40662.0,3877.0,0.511
North Carolina,24,676037.0,1246600.0,589436.0,0.82,6.45,86064.0,5.62,11.89,39598.0,42821.0,4083.0,0.542
North Carolina,25,699722.0,1250900.0,611853.0,0.83,6.67,87292.0,5.83,11.93,23685.0,42706.0,4072.0,0.559
North Carolina,26,716748.0,1397275.0,627980.0,0.84,6.83,88145.0,5.99,13.32,17026.0,41324.0,3940.0,0.513
North Carolina,27,849801.0,1399775.0,728551.0,1.15,8.1,120480.0,6.95,13.35,133053.0,53788.0,5128.0,0.607
North Carolina,28,851223.0,1400375.0,729507.0,1.15,8.12,120946.0,6.96,13.35,1422.0,46616.0,4445.0,0.608
North Carolina,29,898736.0,1423475.0,762635.0,1.29,8.57,135263.0,7.27,13.57,47513.0,45961.0,4382.0,0.631
North Carolina,30,951657.0,1423475.0,800782.0,1.43,9.07,149906.0,7.64,13.57,52921.0,45031.0,4294.0,0.669
North Carolina,31,975743.0,1423475.0,818858.0,1.49,9.3,155824.0,7.81,13.57,24086.0,42815.0,4082.0,0.685
North Carolina,32,976153.0,1490350.0,819119.0,1.49,9.31,155973.0,7.81,14.21,410.0,39490.0,3765.0,0.655
North Carolina,33,1026683.0,1643800.0,855450.0,1.62,9.79,170087.0,8.16,15.67,50530.0,44276.0,4222.0,0.625
North Carolina,34,1063474.0,1715675.0,875375.0,1.78,10.14,186914.0,8.35,16.36,36791.0,30525.0,2910.0,0.62
North Carolina,35,1110074.0,1718275.0,902198.0,1.97,10.58,206642.0,8.6,16.38,46600.0,36979.0,3526.0,0.646
North Carolina,36,1171240.0,1718275.0,939554.0,2.2,11.17,230372.0,8.96,16.38,61166.0,38929.0,3712.0,0.682
North Carolina,37,1242541.0,1718275.0,979112.0,2.5,11.85,262031.0,9.34,16.38,71301.0,41555.0,3962.0,0.723
North Carolina,38,1274361.0,1718275.0,999151.0,2.61,12.15,273763.0,9.53,16.38,31820.0,42660.0,4067.0,0.742
North Dakota,11,39479.0,53525.0,33648.0,0.76,5.18,5815.0,4.42,7.02,,,,0.738
North Dakota,12,40728.0,66725.0,34317.0,0.84,5.34,6395.0,4.5,8.76,1249.0,1249.0,1639.0,0.61
North Dakota,13,42774.0,68675.0,35293.0,,5.61,,4.63,9.01,2046.0,1648.0,2163.0,0.623
North Dakota,14,46410.0,68675.0,38506.0,0.99,6.09,7555.0,5.05,9.01,3636.0,2310.0,3031.0,0.676
North Dakota,15,,,,,,,,,2549.5,2370.0,3110.0,
North Dakota,16,,,,,,,,,2549.5,2406.0,3157.0,
North Dakota,17,,,,,,,,,2549.5,2430.0,3189.0,
North Dakota,18,56608.0,68675.0,47616.0,1.13,7.43,8641.0,6.25,9.01,2549.5,2447.0,3211.0,0.824
North Dakota,19,57657.0,78150.0,48350.0,1.18,7.57,8954.0,6.35,10.26,1049.0,2418.0,3173.0,0.738
North Dakota,20,59245.0,82850.0,48986.0,1.3,7.77,9881.0,6.43,10.87,1588.0,2353.0,3088.0,0.715
North Dakota,21,64105.0,86750.0,51018.0,1.63,8.41,12428.0,6.69,11.38,4860.0,2528.0,3317.0,0.739
North Dakota,22,68999.0,86750.0,53491.0,1.89,9.05,14412.0,7.02,11.38,4894.0,2863.0,3757.0,0.795
North Dakota,23,73175.0,86750.0,56158.0,2.05,9.6,15589.0,7.37,11.38,4176.0,3095.0,4061.0,0.844
North Dakota,24,75242.0,86750.0,57996.0,2.06,9.87,15680.0,7.61,11.38,2067.0,3026.0,3971.0,0.867
North Dakota,25,75457.0,86750.0,58131.0,2.07,9.9,15742.0,7.63,11.38,215.0,2693.0,3534.0,0.87
North Dakota,26,77230.0,96425.0,58673.0,2.22,10.13,16952.0,7.7,12.65,1773.0,2796.0,3669.0,0.801
North Dakota,27,80051.0,105900.0,60164.0,2.39,10.5,18244.0,7.9,13.9,2821.0,2972.0,3900.0,0.756
North Dakota,28,86175.0,106875.0,63773.0,2.72,11.31,20700.0,8.37,14.02,6124.0,3153.0,4137.0,0.806
North Dakota,29,91585.0,108050.0,66885.0,3.01,12.02,22968.0,8.78,14.18,5410.0,3227.0,4235.0,0.848
North Dakota,30,97915.0,108050.0,70822.0,3.33,12.85,25359.0,9.29,14.18,6330.0,3534.0,4637.0,0.906
North Dakota,31,99481.0,108050.0,71587.0,3.43,13.05,26136.0,9.39,14.18,1566.0,3463.0,4544.0,0.921
North Dakota,32,99990.0,122050.0,71735.0,3.48,13.12,26493.0,9.41,16.02,509.0,3505.0,4599.0,0.819
North Dakota,33,103572.0,122150.0,72589.0,3.6,13.59,27418.0,9.52,16.03,3582.0,3763.0,4938.0,0.848
North Dakota,34,106900.0,131625.0,74387.0,3.78,14.03,28847.0,9.76,17.27,3328.0,3836.0,5034.0,0.812
North Dakota,35,112827.0,131625.0,78325.0,4.04,14.8,30829.0,10.28,17.27,5927.0,3807.0,4996.0,0.857
North Dakota,36,120742.0,131625.0,81935.0,4.61,15.84,35123.0,10.75,17.27,7915.0,4165.0,5465.0,0.917
North Dakota,37,126822.0,131625.0,85482.0,4.94,16.64,37651.0,11.22,17.27,6080.0,4130.0,5420.0,0.964
North Dakota,38,129780.0,131625.0,87633.0,5.04,17.03,38417.0,11.5,17.27,2958.0,4328.0,5679.0,0.986
Northern Mariana Islands,11,3722.0,18650.0,1094.0,0.58,6.54,331.0,1.92,32.79,,,,0.2
Northern Mariana Islands,12,4141.0,18650.0,1141.0,1.24,7.28,703.0,2.01,32.79,419.0,419.0,7366.0,0.222
Northern Mariana Islands,13,4598.0,18650.0,3455.0,,8.08,,6.07,32.79,457.0,438.0,7700.0,0.247
Northern Mariana Islands,14,4909.0,18650.0,3760.0,2.02,8.63,1146.0,6.61,32.79,311.0,396.0,6962.0,0.263
Northern Mariana Islands,15,,,,,,,,,365.75,388.0,6821.0,
